times,lat,longs,prof,mssn,vr,profnew,mo,mw,mxx,mxy,mxz,myy,myz,mzz,strike1,dip1,rake1,strike2,dip2,rake2,CLVD,sta_num
2018-02-08 14:44:25,17.0225,-99.689,35.9,4.3,57.96,18,2.193E+021,3.5,2.199,-1.355,-17.028,0.342,13.539,-2.542,52,87,-92,256,4,-66,2,3
2018-02-07 09:21:04,15.499,-96.445,17.6,5,81.61,10,5.115E+022,4.4,-540.137,-143.238,-89.964,136.482,-105.139,403.655,297,54,111,84,41,64,48,3
2018-02-07 09:21:04,15.499,-96.445,17.6,5,81.61,10,5.115E+022,4.4,-540.137,-143.238,-89.964,136.482,-105.139,403.655,297,54,111,84,41,64,48,3
2018-02-07 04:43:20,16.1267,-98.5835,9.3,4.2,61.24,20,2.286E+021,3.5,-15.098,-11.927,-0.104,-6.849,-1.997,21.947,310,47,96,121,44,84,13,3
2018-02-07 04:43:20,16.1267,-98.5835,9.3,4.2,61.24,20,2.286E+021,3.5,-15.098,-11.927,-0.104,-6.849,-1.997,21.947,310,47,96,121,44,84,13,3
2018-02-05 01:24:20,17.7387,-102.421,9.2,4.9,65.34,24,3.804E+022,4.4,4.986,-128.084,-256.992,4.707,-274.585,-9.694,318,86,92,116,5,68,59,3
2018-02-05 01:24:20,17.7387,-102.421,9.2,4.9,65.34,24,3.804E+022,4.4,4.986,-128.084,-256.992,4.707,-274.585,-9.694,318,86,92,116,5,68,59,3
2018-02-04 11:36:13,15.8277,-94.9363,35.3,4.5,51.06,42,4.057E+021,3.7,12.904,14.882,-5.175,29.362,-2.065,-42.266,145,48,-96,334,42,-84,20,3
2018-02-04 11:36:13,15.8277,-94.9363,35.3,4.5,51.06,42,4.057E+021,3.7,12.904,14.882,-5.175,29.362,-2.065,-42.266,145,48,-96,334,42,-84,20,3
2018-01-29 17:41:56,17.4137,-101.631,16.3,4.6,52.12,18,9.712E+021,4,0.818,-18.045,66.17,29.068,67.613,-29.886,322,85,-101,209,12,-24,55,3
2018-01-29 17:41:56,17.4137,-101.631,16.3,4.6,52.12,18,9.712E+021,4,0.818,-18.045,66.17,29.068,67.613,-29.886,322,85,-101,209,12,-24,55,3
2018-01-22 06:36:39,17.335,-96.3792,40,4.6,71.39,12,1.387E+022,4.1,88.781,-72.914,-24.187,-138.151,-5.069,49.369,300,80,15,207,75,169,54,3
2018-01-22 06:36:39,17.335,-96.3792,40,4.6,71.39,12,1.387E+022,4.1,88.781,-72.914,-24.187,-138.151,-5.069,49.369,300,80,15,207,75,169,54,3
2018-01-20 13:48:57,26.6225,-111.013,15,4.7,73.59,2,1.089E+023,4.7,-826.432,312.023,289.549,1126.33,-85.071,-299.9,214,75,-18,308,73,-164,29,3
2018-01-20 13:48:57,26.6225,-111.013,15,4.7,73.59,2,1.089E+023,4.7,-826.432,312.023,289.549,1126.33,-85.071,-299.9,214,75,-18,308,73,-164,29,3
2018-01-20 08:40:13,19.4807,-104.323,29.8,4.4,76.79,22,1.139E+022,4,-20.8,-108.155,0.034,26.783,26.682,-5.983,174,90,167,264,77,0,12,3
2018-01-20 08:40:13,19.4807,-104.323,29.8,4.4,76.79,22,1.139E+022,4,-20.8,-108.155,0.034,26.783,26.682,-5.983,174,90,167,264,77,0,12,3
2018-01-20 02:56:26,26.6388,-110.891,7.3,4.3,63.8,4,7.092E+021,3.9,-56.536,24.285,-3.15,72.071,-20.27,-15.535,35,82,9,304,81,172,49,3
2018-01-20 02:56:26,26.6388,-110.891,7.3,4.3,63.8,4,7.092E+021,3.9,-56.536,24.285,-3.15,72.071,-20.27,-15.535,35,82,9,304,81,172,49,3
2018-01-19 16:17:45,26.6672,-111.079,16.1,6.3,75.23,16,1.435E+025,6.1,-163084,16192.6,-2160.03,121582,-5523.79,41502.6,312,88,177,42,87,2,50,3
2018-01-19 16:17:45,26.6672,-111.079,16.1,6.3,75.23,16,1.435E+025,6.1,-163084,16192.6,-2160.03,121582,-5523.79,41502.6,312,88,177,42,87,2,50,3
2018-01-10 23:44:57,17.0892,-101.526,14.8,4.5,74.67,14,4.775E+022,4.4,-149.622,-411.062,43.858,-160.598,-97.174,310.22,346,58,135,104,54,41,64,3
2018-01-10 23:44:57,17.0892,-101.526,14.8,4.5,74.67,14,4.775E+022,4.4,-149.622,-411.062,43.858,-160.598,-97.174,310.22,346,58,135,104,54,41,64,3
2018-01-09 03:50:17,16.8447,-98.8148,41,4.1,57.48,38,1.888E+021,3.5,1.521,11.713,-12.361,-8.437,-4.43,6.916,252,69,140,358,53,26,41,3
2018-01-09 03:50:17,16.8447,-98.8148,41,4.1,57.48,38,1.888E+021,3.5,1.521,11.713,-12.361,-8.437,-4.43,6.916,252,69,140,358,53,26,41,3
2018-01-02 09:48:39,15.7652,-94.9152,24.5,4.6,53.65,44,4.715E+022,4.4,224.251,236.657,-98.357,228.238,-55.507,-452.489,131,52,-95,319,38,-84,4,3
2018-01-02 09:48:39,15.7652,-94.9152,24.5,4.6,53.65,44,4.715E+022,4.4,224.251,236.657,-98.357,228.238,-55.507,-452.489,131,52,-95,319,38,-84,4,3
2019-12-30 04:01:34,19.4675,-105.333,38.6,4.8,50.53,26,8.361E+022,4.6,-736.25,106.357,-0.677,848.793,274.955,-112.543,222,81,12,130,78,171,40,3
2019-12-30 04:01:34,19.4675,-105.333,38.6,4.8,50.53,26,8.361E+022,4.6,-736.25,106.357,-0.677,848.793,274.955,-112.543,222,81,12,130,78,171,40,3
2019-12-30 01:25:32,15.8977,-98.3758,14.3,4.2,64.95,12,3.217E+021,3.6,-26.271,-16.384,-2.611,-2.943,1.844,29.214,291,47,81,124,44,100,30,3
2019-12-30 01:25:32,15.8977,-98.3758,14.3,4.2,64.95,12,3.217E+021,3.6,-26.271,-16.384,-2.611,-2.943,1.844,29.214,291,47,81,124,44,100,30,3
2019-12-23 15:47:55,13.6873,-93.218,1.1,5.8,60.14,4,2.653E+024,5.6,16938.7,5016.18,7944.79,4787.16,16051.8,-21725.8,315,65,-73,98,30,-123,45,3
2019-12-23 15:47:55,13.6873,-93.218,1.1,5.8,60.14,4,2.653E+024,5.6,16938.7,5016.18,7944.79,4787.16,16051.8,-21725.8,315,65,-73,98,30,-123,45,3
2019-12-21 12:06:33,19.1463,-104.267,25,4.4,57.8,22,4.655E+021,3.7,12.737,-34.929,-3.781,22.885,-9.737,-35.622,200,52,-119,62,46,-58,51,3
2019-12-21 12:06:33,19.1463,-104.267,25,4.4,57.8,22,4.655E+021,3.7,12.737,-34.929,-3.781,22.885,-9.737,-35.622,200,52,-119,62,46,-58,51,3
2019-12-17 00:05:58,16.7698,-99.857,4.6,4.2,63,24,3.401E+021,3.7,-16.387,-9.136,24.837,-1.178,13.201,17.565,118,73,92,292,17,84,17,3
2019-12-17 00:05:58,16.7698,-99.857,4.6,4.2,63,24,3.401E+021,3.7,-16.387,-9.136,24.837,-1.178,13.201,17.565,118,73,92,292,17,84,17,3
2019-12-12 12:25:33,30.6678,-114.058,8.1,5,62.42,2,2.411E+023,4.9,-107.226,1174.83,261.942,1907.77,1096.96,-1800.55,343,59,-81,145,32,-105,45,3
2019-12-12 12:25:33,30.6678,-114.058,8.1,5,62.42,2,2.411E+023,4.9,-107.226,1174.83,261.942,1907.77,1096.96,-1800.55,343,59,-81,145,32,-105,45,3
2019-12-09 22:14:16,17.847,-101.157,47,4.7,84.23,52,1.137E+023,4.7,1087.56,246.472,376.793,-126.227,-190.959,-961.334,266,56,-109,117,38,-65,17,3
2019-12-09 22:14:16,17.847,-101.157,47,4.7,84.23,52,1.137E+023,4.7,1087.56,246.472,376.793,-126.227,-190.959,-961.334,266,56,-109,117,38,-65,17,3
2019-12-09 00:22:18,16.9448,-95.2033,106.2,4.5,60.08,100,1.482E+022,4.1,33.173,66.305,50.027,89.911,54.416,-123.085,322,60,-95,152,30,-81,13,3
2019-12-09 00:22:18,16.9448,-95.2033,106.2,4.5,60.08,100,1.482E+022,4.1,33.173,66.305,50.027,89.911,54.416,-123.085,322,60,-95,152,30,-81,13,3
2019-12-07 18:16:11,15.5297,-96.4895,5.1,4.3,63.28,10,3.846E+021,3.7,-39.472,-8.273,8.365,9.759,10.751,29.714,118,56,115,258,41,57,36,3
2019-12-07 18:16:11,15.5297,-96.4895,5.1,4.3,63.28,10,3.846E+021,3.7,-39.472,-8.273,8.365,9.759,10.751,29.714,118,56,115,258,41,57,36,3
2019-12-07 01:40:49,15.2588,-94.6988,28.7,4.5,57.46,28,9.817E+021,4,-2.898,-54.534,-1.492,-82.745,4.503,85.643,156,46,94,330,44,85,45,3
2019-12-07 01:40:49,15.2588,-94.6988,28.7,4.5,57.46,28,9.817E+021,4,-2.898,-54.534,-1.492,-82.745,4.503,85.643,156,46,94,330,44,85,45,3
2019-12-02 16:04:36,16.0228,-98.6503,15.8,4.6,78.76,10,1.153E+023,4.7,-904.478,-503.349,-225.198,-189.622,-61.101,1094.1,295,51,87,120,39,94,11,3
2019-12-02 16:04:36,16.0228,-98.6503,15.8,4.6,78.76,10,1.153E+023,4.7,-904.478,-503.349,-225.198,-189.622,-61.101,1094.1,295,51,87,120,39,94,11,3
2019-11-30 07:44:22,13.762,-92.1601,33.2,5.8,67.13,24,1.742E+024,5.5,-11604.3,-12707,4582.81,-780.212,-1297.78,12384.5,100,56,57,330,46,129,57,3
2019-11-30 07:44:22,13.762,-92.1601,33.2,5.8,67.13,24,1.742E+024,5.5,-11604.3,-12707,4582.81,-780.212,-1297.78,12384.5,100,56,57,330,46,129,57,3
2019-11-30 05:34:02,16.5377,-98.4395,30.8,4.3,68.42,44,4.516E+021,3.7,-16.974,-7.662,36.06,-4.45,17.235,21.423,116,76,90,295,14,90,4,3
2019-11-30 05:34:02,16.5377,-98.4395,30.8,4.3,68.42,44,4.516E+021,3.7,-16.974,-7.662,36.06,-4.45,17.235,21.423,116,76,90,295,14,90,4,3
2019-11-27 13:14:35,18.4363,-100.322,51,4.4,71.07,54,1.415E+022,4.1,78.92,26.762,35.851,73.974,48.524,-152.895,317,58,-87,131,33,-95,60,3
2019-11-27 13:14:35,18.4363,-100.322,51,4.4,71.07,54,1.415E+022,4.1,78.92,26.762,35.851,73.974,48.524,-152.895,317,58,-87,131,33,-95,60,3
2019-11-27 11:47:50,18.2093,-106.067,10,4.4,54.74,20,6.283E+022,4.5,-623.476,-160.659,262.306,504.044,49.091,119.432,324,79,-166,231,76,-11,56,3
2019-11-27 11:47:50,18.2093,-106.067,10,4.4,54.74,20,6.283E+022,4.5,-623.476,-160.659,262.306,504.044,49.091,119.432,324,79,-166,231,76,-11,56,3
2019-11-27 01:29:49,15.8842,-95.0557,38.9,4.6,56.21,56,3.011E+022,4.3,155.858,166.118,-20.643,-79.698,218.092,-76.16,339,77,-43,81,48,-162,39,3
2019-11-27 01:29:49,15.8842,-95.0557,38.9,4.6,56.21,56,3.011E+022,4.3,155.858,166.118,-20.643,-79.698,218.092,-76.16,339,77,-43,81,48,-162,39,3
2019-11-27 00:13:55,17.515,-101.91,12.1,4.8,63.56,12,5.217E+022,4.4,-101.635,232.912,439.666,-1.809,147.56,103.444,98,85,118,198,28,11,35,3
2019-11-27 00:13:55,17.515,-101.91,12.1,4.8,63.56,12,5.217E+022,4.4,-101.635,232.912,439.666,-1.809,147.56,103.444,98,85,118,198,28,11,35,3
2019-11-26 15:58:26,16.4155,-98.9132,4.2,4.4,83.27,16,5.564E+021,3.8,-32.811,9.44,28.652,34.15,33.604,-1.339,311,90,-128,220,38,-1,31,3
2019-11-26 15:58:26,16.4155,-98.9132,4.2,4.4,83.27,16,5.564E+021,3.8,-32.811,9.44,28.652,34.15,33.604,-1.339,311,90,-128,220,38,-1,31,3
2019-11-24 02:34:38,15.4453,-96.8493,16.1,4.8,69.96,8,6.372E+022,4.5,-612.103,-164.529,-298.304,143.601,-78.563,468.501,284,60,93,99,31,86,49,3
2019-11-24 02:34:38,15.4453,-96.8493,16.1,4.8,69.96,8,6.372E+022,4.5,-612.103,-164.529,-298.304,143.601,-78.563,468.501,284,60,93,99,31,86,49,3
2019-11-24 02:33:11,15.4863,-96.851,15.9,4.9,59.98,8,6.709E+022,4.5,-607.248,-232.067,-315.035,113.264,-94.749,493.984,287,60,90,106,30,89,48,3
2019-11-24 02:33:11,15.4863,-96.851,15.9,4.9,59.98,8,6.709E+022,4.5,-607.248,-232.067,-315.035,113.264,-94.749,493.984,287,60,90,106,30,89,48,3
2019-11-24 02:29:08,15.5227,-96.804,11,5.1,89.08,10,2.057E+023,4.8,-1895.49,-699.36,127.409,-52.74,224.798,1948.23,114,48,97,283,43,82,16,3
2019-11-24 02:29:08,15.5227,-96.804,11,5.1,89.08,10,2.057E+023,4.8,-1895.49,-699.36,127.409,-52.74,224.798,1948.23,114,48,97,283,43,82,16,3
2019-11-22 20:07:55,17.9327,-95.4477,11.3,4.3,52.65,30,5.67E+021,3.8,10.615,3.049,-34.943,43.351,-2.463,-53.966,149,54,-119,13,45,-56,73,3
2019-11-22 20:07:55,17.9327,-95.4477,11.3,4.3,52.65,30,5.67E+021,3.8,10.615,3.049,-34.943,43.351,-2.463,-53.966,149,54,-119,13,45,-56,73,3
2019-11-21 18:10:42,15.5503,-95.061,24.7,4.6,51.58,30,9.875E+021,4,-98.494,41.518,-4.352,78.028,13.087,20.466,213,85,9,122,81,175,35,3
2019-11-21 18:10:42,15.5503,-95.061,24.7,4.6,51.58,30,9.875E+021,4,-98.494,41.518,-4.352,78.028,13.087,20.466,213,85,9,122,81,175,35,3
2019-11-20 11:30:54,13.674,-93.3313,10,5.3,72.17,6,6.561E+023,5.2,4255.29,2683.45,1113.98,1183.73,3184.55,-5439.02,319,60,-70,102,35,-121,10,3
2019-11-20 11:30:54,13.674,-93.3313,10,5.3,72.17,6,6.561E+023,5.2,4255.29,2683.45,1113.98,1183.73,3184.55,-5439.02,319,60,-70,102,35,-121,10,3
2019-11-20 04:27:06,13.7792,-93.3382,9.4,6.4,70.93,10,2.28E+025,6.2,-145201,-65963.5,132405,-48576.4,-25444.6,193777,98,63,74,311,32,119,30,3
2019-11-20 04:27:06,13.7792,-93.3382,9.4,6.4,70.93,10,2.28E+025,6.2,-145201,-65963.5,132405,-48576.4,-25444.6,193777,98,63,74,311,32,119,30,3
2019-11-16 23:12:42,16.2218,-99.5013,15.1,4.2,66.63,6,5.415E+021,3.8,-32.553,-46.627,20.062,7.972,7.581,24.581,82,84,25,349,65,173,81,3
2019-11-16 23:12:42,16.2218,-99.5013,15.1,4.2,66.63,6,5.415E+021,3.8,-32.553,-46.627,20.062,7.972,7.581,24.581,82,84,25,349,65,173,81,3
2019-11-15 20:33:00,18.0035,-102.107,29,4.8,75.57,28,1.532E+022,4.1,4.213,-147.879,-35.973,8.877,-13.744,-13.09,89,84,-14,180,76,-173,7,3
2019-11-15 20:33:00,18.0035,-102.107,29,4.8,75.57,28,1.532E+022,4.1,4.213,-147.879,-35.973,8.877,-13.744,-13.09,89,84,-14,180,76,-173,7,3
2019-11-14 08:34:02,17.1582,-100.552,24.4,4.5,72.53,18,4.072E+021,3.7,-2.036,-6.58,-36.663,-0.563,-16.681,2.599,294,87,85,173,6,149,19,3
2019-11-14 08:34:02,17.1582,-100.552,24.4,4.5,72.53,18,4.072E+021,3.7,-2.036,-6.58,-36.663,-0.563,-16.681,2.599,294,87,85,173,6,149,19,3
2019-11-14 00:20:07,15.9333,-97.7707,16.2,4.3,79.55,32,5.718E+021,3.8,29.927,-29.531,6.789,25.776,-4.683,-55.702,228,49,-88,46,41,-92,6,3
2019-11-14 00:20:07,15.9333,-97.7707,16.2,4.3,79.55,32,5.718E+021,3.8,29.927,-29.531,6.789,25.776,-4.683,-55.702,228,49,-88,46,41,-92,6,3
2019-11-10 13:12:50,27.7007,-111.7,10,4.4,75.2,6,2.581E+022,4.2,-235.981,36.138,58.549,257.966,-23.909,-21.985,220,83,-13,312,77,-172,6,3
2019-11-10 13:12:50,27.7007,-111.7,10,4.4,75.2,6,2.581E+022,4.2,-235.981,36.138,58.549,257.966,-23.909,-21.985,220,83,-13,312,77,-172,6,3
2019-11-08 23:30:25,15.529,-96.8052,16.4,4.4,59.07,20,1.283E+022,4,-128.675,-14.818,-11.412,10.1,-27.764,118.574,289,50,107,83,43,71,9,3
2019-11-08 23:30:25,15.529,-96.8052,16.4,4.4,59.07,20,1.283E+022,4,-128.675,-14.818,-11.412,10.1,-27.764,118.574,289,50,107,83,43,71,9,3
2019-11-06 05:59:44,15.8233,-98.3005,5,5.1,79.89,10,9.504E+022,4.6,-806.933,-444.582,120.54,-62.921,26.796,869.855,113,49,87,297,41,93,28,3
2019-11-06 05:59:44,15.8233,-98.3005,5,5.1,79.89,10,9.504E+022,4.6,-806.933,-444.582,120.54,-62.921,26.796,869.855,113,49,87,297,41,93,28,3
2019-11-06 02:12:36,15.9097,-98.2535,5,4.8,79.54,12,5.764E+022,4.5,-494.157,-329.839,-33.535,23.983,87.832,470.173,132,48,113,280,47,67,48,3
2019-11-06 02:12:36,15.9097,-98.2535,5,4.8,79.54,12,5.764E+022,4.5,-494.157,-329.839,-33.535,23.983,87.832,470.173,132,48,113,280,47,67,48,3
2019-11-03 09:51:18,15.6253,-95.8107,16.1,4.5,57.95,22,5.267E+021,3.8,-9.526,49.847,8.983,6.991,-12.816,2.535,184,83,-14,276,76,-173,22,3
2019-11-03 09:51:18,15.6253,-95.8107,16.1,4.5,57.95,22,5.267E+021,3.8,-9.526,49.847,8.983,6.991,-12.816,2.535,184,83,-14,276,76,-173,22,3
2019-10-26 03:41:57,15.7085,-95.264,15,4.4,55.15,4,5.865E+021,3.8,18.758,-27.284,-0.048,38.847,-10.3,-57.605,209,49,-98,41,41,-81,1,3
2019-10-26 03:41:57,15.7085,-95.264,15,4.4,55.15,4,5.865E+021,3.8,18.758,-27.284,-0.048,38.847,-10.3,-57.605,209,49,-98,41,41,-81,1,3
2019-10-24 14:44:59,15.4965,-93.256,93.4,4.6,74.48,76,3.922E+022,4.4,38.903,41.356,306.628,-23.121,241.136,-15.782,309,87,-87,79,4,-140,19,3
2019-10-24 14:44:59,15.4965,-93.256,93.4,4.6,74.48,76,3.922E+022,4.4,38.903,41.356,306.628,-23.121,241.136,-15.782,309,87,-87,79,4,-140,19,3
2019-10-24 03:54:19,15.5337,-92.0603,228.1,5,58.1,185,2.918E+023,4.9,-2118.98,-886.345,731.968,1003.28,1964.1,1115.7,142,75,129,250,41,23,14,3
2019-10-24 03:54:19,15.5337,-92.0603,228.1,5,58.1,185,2.918E+023,4.9,-2118.98,-886.345,731.968,1003.28,1964.1,1115.7,142,75,129,250,41,23,14,3
2019-10-23 13:50:20,17.2197,-101.326,2.9,4.6,78.99,16,7.88E+021,3.9,-27.9,-9.862,57.008,16.042,48.155,11.858,131,84,105,241,16,21,19,3
2019-10-23 13:50:20,17.2197,-101.326,2.9,4.6,78.99,16,7.88E+021,3.9,-27.9,-9.862,57.008,16.042,48.155,11.858,131,84,105,241,16,21,19,3
2019-10-23 09:23:45,17.185,-101.385,11.1,4.3,52.89,20,2.16E+021,3.5,-13.263,-11.465,6.679,-5.048,-4.694,18.311,104,53,62,326,45,122,1,3
2019-10-23 09:23:45,17.185,-101.385,11.1,4.3,52.89,20,2.16E+021,3.5,-13.263,-11.465,6.679,-5.048,-4.694,18.311,104,53,62,326,45,122,1,3
2019-10-23 08:25:40,17.1622,-101.424,7.5,4.5,73.88,22,1.536E+022,4.1,-88.619,-109.676,31.295,-32.561,-11.884,121.179,110,51,65,327,45,118,49,3
2019-10-23 08:25:40,17.1622,-101.424,7.5,4.5,73.88,22,1.536E+022,4.1,-88.619,-109.676,31.295,-32.561,-11.884,121.179,110,51,65,327,45,118,49,3
2019-10-22 23:25:59,17.1332,-101.412,16.1,4.9,69.17,16,9.804E+022,4.6,-169.735,100.845,646.841,142.11,721.055,27.625,317,89,-99,221,9,-6,24,3
2019-10-22 23:25:59,17.1332,-101.412,16.1,4.9,69.17,16,9.804E+022,4.6,-169.735,100.845,646.841,142.11,721.055,27.625,317,89,-99,221,9,-6,24,3
2019-10-22 02:49:09,17.1505,-101.404,16.1,4.3,67.58,22,7.653E+021,3.9,-46.307,-42.064,16.179,-24.213,-1.909,70.52,118,50,77,318,41,105,16,3
2019-10-22 02:49:09,17.1505,-101.404,16.1,4.3,67.58,22,7.653E+021,3.9,-46.307,-42.064,16.179,-24.213,-1.909,70.52,118,50,77,318,41,105,16,3
2019-10-17 05:17:47,25.6853,-109.957,10.8,4.2,59.63,2,7.31E+021,3.9,-43.778,29.846,28.261,69.52,5.846,-25.743,306,73,-151,207,62,-19,27,3
2019-10-17 05:17:47,25.6853,-109.957,10.8,4.2,59.63,2,7.31E+021,3.9,-43.778,29.846,28.261,69.52,5.846,-25.743,306,73,-151,207,62,-19,27,3
2019-10-13 04:52:52,15.9925,-98.1627,12,4.8,80.79,12,6.613E+022,4.5,-646.093,-32.638,47.587,-15.502,-81.841,661.595,86,47,81,280,44,100,7,3
2019-10-13 04:52:52,15.9925,-98.1627,12,4.8,80.79,12,6.613E+022,4.5,-646.093,-32.638,47.587,-15.502,-81.841,661.595,86,47,81,280,44,100,7,3
2019-10-10 22:11:08,15.6072,-96.88,23.2,5,83.29,14,5.436E+022,4.5,-469.048,-217.762,54.547,-49.768,-21.338,518.817,108,47,83,298,43,97,14,3
2019-10-10 22:11:08,15.6072,-96.88,23.2,5,83.29,14,5.436E+022,4.5,-469.048,-217.762,54.547,-49.768,-21.338,518.817,108,47,83,298,43,97,14,3
2019-10-07 04:39:32,14.4192,-91.9912,70.9,4.7,56.54,74,1.803E+022,4.1,-26.963,-7.452,147.628,68.86,92.04,-41.898,308,86,-105,203,15,-15,43,3
2019-10-07 04:39:32,14.4192,-91.9912,70.9,4.7,56.54,74,1.803E+022,4.1,-26.963,-7.452,147.628,68.86,92.04,-41.898,308,86,-105,203,15,-15,43,3
2019-10-06 19:51:01,16.199,-97.5587,3.9,4.3,66.04,16,3.415E+021,3.7,6.528,-2.439,30.989,-3.32,12.957,-3.208,292,87,-81,40,9,-162,1,3
2019-10-06 19:51:01,16.199,-97.5587,3.9,4.3,66.04,16,3.415E+021,3.7,6.528,-2.439,30.989,-3.32,12.957,-3.208,292,87,-81,40,9,-162,1,3
2019-10-06 13:37:26,16.2608,-99.3937,11.3,4.7,77.97,4,2.015E+022,4.2,208.701,-23.229,-75.24,-51.044,27.298,-157.656,76,57,-101,275,34,-74,44,3
2019-10-06 13:37:26,16.2608,-99.3937,11.3,4.7,77.97,4,2.015E+022,4.2,208.701,-23.229,-75.24,-51.044,27.298,-157.656,76,57,-101,275,34,-74,44,3
2019-10-05 16:20:10,16.674,-99.6517,17.3,5.1,88.2,18,1.937E+023,4.8,-1422.85,-585.061,460.888,-490.626,525.91,1913.48,123,55,98,290,36,79,23,3
2019-10-05 16:20:10,16.674,-99.6517,17.3,5.1,88.2,18,1.937E+023,4.8,-1422.85,-585.061,460.888,-490.626,525.91,1913.48,123,55,98,290,36,79,23,3
2019-10-02 10:13:08,15.5845,-95.072,14.2,5.3,92.19,36,8.297E+023,5.2,-8177.58,-591.678,-305.288,8071.7,1552.77,105.882,228,84,9,137,81,174,4,3
2019-10-02 10:13:08,15.5845,-95.072,14.2,5.3,92.19,36,8.297E+023,5.2,-8177.58,-591.678,-305.288,8071.7,1552.77,105.882,228,84,9,137,81,174,4,3
2019-10-02 10:07:12,15.6412,-95.0792,19.1,4.6,61.88,46,2.578E+022,4.2,-208.381,-49.221,88.793,248.381,-55.963,-40.001,229,83,-25,322,65,-173,15,3
2019-10-02 10:07:12,15.6412,-95.0792,19.1,4.6,61.88,46,2.578E+022,4.2,-208.381,-49.221,88.793,248.381,-55.963,-40.001,229,83,-25,322,65,-173,15,3
2019-10-01 11:26:56,15.9713,-98.4072,23.3,4.5,80.42,12,2.556E+022,4.2,-202.041,-154.264,2.038,-16.004,26.483,218.045,128,47,101,291,44,78,47,3
2019-10-01 11:26:56,15.9713,-98.4072,23.3,4.5,80.42,12,2.556E+022,4.2,-202.041,-154.264,2.038,-16.004,26.483,218.045,128,47,101,291,44,78,47,3
2019-09-30 23:15:28,16.262,-99.4267,16,4.9,81.36,8,8.847E+022,4.6,-726.235,-347.409,-65.082,-149.073,5.058,875.307,293,47,87,117,43,93,3,3
2019-09-30 23:15:28,16.262,-99.4267,16,4.9,81.36,8,8.847E+022,4.6,-726.235,-347.409,-65.082,-149.073,5.058,875.307,293,47,87,117,43,93,3,3
2019-09-29 10:45:46,17.124,-94.9723,114.1,4.5,54.65,140,3.833E+022,4.4,163.362,220.573,157.171,119.29,134.246,-282.652,311,61,-91,134,29,-88,38,3
2019-09-29 10:45:46,17.124,-94.9723,114.1,4.5,54.65,140,3.833E+022,4.4,163.362,220.573,157.171,119.29,134.246,-282.652,311,61,-91,134,29,-88,38,3
2019-09-23 08:18:13,27.9622,-111.999,6.1,4.2,50.46,20,4.402E+021,3.7,-24.34,21.621,6.085,48.646,9.386,-24.306,304,76,-154,208,65,-15,86,2
2019-09-23 08:18:13,27.9622,-111.999,6.1,4.2,50.46,20,4.402E+021,3.7,-24.34,21.621,6.085,48.646,9.386,-24.306,304,76,-154,208,65,-15,86,2
2019-09-22 22:12:28,18.5178,-104.005,5,4.8,74.66,14,5.926E+022,4.5,-2.183,-80.999,542.527,35.239,234.137,-33.056,112,90,86,16,4,173,28,3
2019-09-22 22:12:28,18.5178,-104.005,5,4.8,74.66,14,5.926E+022,4.5,-2.183,-80.999,542.527,35.239,234.137,-33.056,112,90,86,16,4,173,28,3
2019-09-22 01:50:24,15.8793,-94.1975,76.4,5,62.93,66,1.036E+023,4.6,368.274,-148.591,534.248,-968.136,-229.689,599.862,26,63,134,142,51,37,12,3
2019-09-22 01:50:24,15.8793,-94.1975,76.4,5,62.93,66,1.036E+023,4.6,368.274,-148.591,534.248,-968.136,-229.689,599.862,26,63,134,142,51,37,12,3
2019-09-20 11:37:42,15.6478,-98.066,10,4.2,58.61,8,5.394E+021,3.8,-56.467,-23.649,2.903,15.22,8.64,41.247,124,51,115,268,45,63,62,3
2019-09-20 11:37:42,15.6478,-98.066,10,4.2,58.61,8,5.394E+021,3.8,-56.467,-23.649,2.903,15.22,8.64,41.247,124,51,115,268,45,63,62,3
2019-09-20 08:06:54,15.54,-98.09,15.9,4.3,63.03,8,7.193E+021,3.9,-68.082,-44.769,5.235,36.153,14.715,31.93,152,76,158,247,69,15,64,3
2019-09-20 08:06:54,15.54,-98.09,15.9,4.3,63.03,8,7.193E+021,3.9,-68.082,-44.769,5.235,36.153,14.715,31.93,152,76,158,247,69,15,64,3
2019-09-17 19:11:42,14.3702,-91.9822,78.1,4.7,59.81,86,8.671E+022,4.6,-268.783,-188.333,770.867,138.245,318.666,130.538,113,82,91,287,8,85,44,3
2019-09-17 19:11:42,14.3702,-91.9822,78.1,4.7,59.81,86,8.671E+022,4.6,-268.783,-188.333,770.867,138.245,318.666,130.538,113,82,91,287,8,85,44,3
2019-09-17 09:18:42,27.8573,-111.905,5,4.2,53.46,2,2.989E+021,3.6,-20.235,5.914,16.025,21.214,-13.619,-0.979,218,87,-43,311,47,-176,27,3
2019-09-17 09:18:42,27.8573,-111.905,5,4.2,53.46,2,2.989E+021,3.6,-20.235,5.914,16.025,21.214,-13.619,-0.979,218,87,-43,311,47,-176,27,3
2019-09-15 11:50:30,14.921,-94.1462,28.1,4.7,65.44,34,4.723E+022,4.4,-377.556,-188.38,85.067,-74.876,64,452.432,118,51,93,293,39,86,6,3
2019-09-15 11:50:30,14.921,-94.1462,28.1,4.7,65.44,34,4.723E+022,4.4,-377.556,-188.38,85.067,-74.876,64,452.432,118,51,93,293,39,86,6,3
