times,lat,longs,prof,mssn,vr,profnew,mo,mw,mxx,mxy,mxz,myy,myz,mzz,strike1,dip1,rake1,strike2,dip2,rake2,CLVD,sta_num
2000-12-01 14:07:45,17.94,-102.59,16,5.5,62.64,16,5.952E+023,5.1,-4400.43,-2420.23,-1400.64,-1418.72,-54.263,5819.15,293,51,83,125,39,99,4,3
2000-10-28 12:18:45,16.65,-100.58,15,4.2,57.55,12,7.429E+021,3.9,-63.274,-50.642,2.498,5.268,-2.357,58.006,111,46,80,305,45,100,70,3
2000-09-29 15:06:45,15.65,-96.23,5,4.4,63.36,16,6.217E+021,3.8,-40.686,-13.737,30.787,39.888,-34.315,0.798,53,88,47,321,43,177,29,3
2000-08-31 00:48:14,15.8,-98.42,10,4.4,68.06,2,4.671E+022,4.4,-61.62,-214.771,-247.69,-148.527,-292.238,210.148,320,73,89,143,17,93,43,1
2000-08-25 07:44:29,15.96,-98.59,10,4.4,58.12,12,1.365E+022,4.1,-3.678,-125.022,24.852,-58.797,-16.113,62.475,100,70,23,2,69,158,57,3
2000-07-21 10:48:56,17.05,-101.66,18,4.1,55.7,18,4.139E+021,3.7,-46.711,-0.31,5.037,34.594,4.928,12.117,134,85,168,226,78,5,49,3
2000-07-21 06:13:40,18.09,-98.97,47,5.9,84,64,8.696E+024,5.9,47523.4,37637.7,-54318,9955.62,21446.4,-57479.1,92,67,-119,327,37,-41,24,3
2000-07-05 15:08:28,17.03,-100.54,32,4.2,66.5,22,3.205E+021,3.6,-11.733,6.999,-27.061,5.073,-12.024,6.66,290,84,110,36,21,17,11,3
2000-07-01 23:12:58,17.46,-92.91,5,4.3,75.21,14,9.478E+021,4,-79.533,5.885,-1.952,-23.043,29.743,102.576,251,48,73,96,45,108,53,1
2000-06-30 09:20:52,17.73,-103.04,12,4.5,67.33,20,4.324E+022,4.4,-236.537,200.09,98.234,220.64,350.496,15.897,205,77,36,105,55,164,83,1
2000-06-24 13:23:21,13.88,-92.57,21,4.2,56.97,44,5.323E+022,4.5,-404.294,-226.142,50.819,549.023,21.55,-144.729,328,84,-173,237,83,-6,45,3
2000-05-29 22:29:30,15.18,-93.07,30,4.1,53.43,58,9.22E+021,3.9,-0.792,-64.58,27.874,43.239,41.441,-42.448,360,67,-140,252,54,-29,1,3
2000-04-28 02:16:39,15.9,-99.29,16,4.2,55.62,8,3.93E+021,3.7,-36.467,-16.181,-3.149,1.177,3.882,35.29,281,47,77,120,45,103,30,2
2000-04-11 09:51:43,16,-97.1,57,4.2,58.92,60,1.712E+022,4.1,31.264,-17.075,-76.157,138.436,25.373,-169.7,28,55,-69,175,40,-117,51,1
2000-04-11 08:31:38,14.87,-92.45,92,4.2,56.67,64,1.76E+022,4.1,-24.945,6.923,80.482,-115.046,-94.895,139.99,27,67,103,175,26,61,42,3
2000-03-29 03:10:50,16.03,-98.91,16,4.3,75.88,10,8.121E+021,3.9,-57.747,-34.314,45.737,10.486,29.704,47.261,123,67,101,276,26,66,50,1
2000-03-17 15:13:17,16.56,-100.78,16,4.1,62.61,8,4.859E+021,3.8,-38.225,-10.108,-10.47,19.303,-33.039,18.922,318,73,132,66,45,24,27,1
2000-03-15 00:09:24,15.97,-98.25,4,4.1,53.93,2,2.659E+021,3.6,7.93,-11.502,-12.346,14.437,6.067,-22.368,50,61,-76,204,32,-112,4,1
2000-03-14 07:26:18,15.81,-98.33,10,4.2,58.35,8,7.516E+021,3.9,8.861,-51.655,-6.605,-36.757,-47.783,27.896,360,77,130,105,42,20,56,1
2000-03-14 04:23:45,16.03,-98.32,5,4.4,69.7,16,2.329E+022,4.2,-167.497,-22.491,130.454,64.443,123.917,103.054,126,75,117,243,31,31,6,3
2000-03-12 22:21:31,14.44,-93,20,6.4,89.3,48,4.034E+025,6.4,-212200,-94733.1,298949,72035.5,185394,140165,123,77,102,259,18,48,36,1
2000-01-08 00:04:58,17.04,-100.71,6,4.3,52.26,22,7.199E+021,3.9,-33.591,-0.771,-62.594,-0.826,10.425,34.417,262,76,86,100,15,107,5,1
2000-01-02 17:35:16,15.98,-97.34,18,4.3,70.4,10,7.529E+021,3.9,-28.367,-16.072,58.068,-5.588,32.397,33.955,119,76,91,295,14,87,7,1
2001-12-30 15:27:01,18.82,-104.1,12,4.4,56.38,30,8.446E+021,3.9,-42.674,-5.312,38.429,23.002,66.598,19.673,141,84,114,244,25,14,33,2
2001-12-19 10:26:07,17.24,-93.98,169,4.9,78.29,195,1.436E+024,5.4,-908.967,5310.76,7770,7566.17,8466.59,-6657.2,318,73,-104,179,22,-51,34,3
2001-12-17 21:56:36,16.68,-94.83,112,4.7,54.93,110,1.639E+023,4.8,67.47,383.931,1420.96,887.394,-3.126,-954.864,293,74,-115,172,29,-34,67,3
2001-12-13 03:12:09,16.07,-98.3,1,4.5,72.45,8,1.781E+022,4.1,217.427,22.111,-39.378,-109.094,18.814,-108.333,61,65,-139,311,54,-32,81,3
2001-12-11 15:23:04,19.49,-105.2,3,4.4,78.1,12,1.06E+022,4,-77.725,-60.796,8.486,-12.796,-21.591,90.52,317,49,113,104,46,66,29,1
2001-12-11 11:29:03,17.27,-94.05,191,4.6,69.26,165,1.099E+023,4.7,-69.138,5.001,687.511,677.711,594.373,-608.573,325,74,-111,199,26,-38,36,3
2001-12-02 22:50:14,15.44,-93.51,98,4.2,68.15,76,4.858E+022,4.4,-141.916,43.753,-135.552,49.997,454.876,91.919,201,87,78,96,12,165,36,1
2001-12-01 10:32:39,17.95,-102.9,10,4.4,66.44,14,4.385E+021,3.7,-50.955,-0.175,-21.295,30.261,1.685,20.694,228,87,26,137,64,176,91,1
2001-11-23 06:41:39,17.03,-100.2,5,5,66.79,8,1.072E+023,4.7,713.283,-238.468,469.649,312.043,-272.111,-1025.33,243,60,-92,66,30,-87,35,3
2001-11-19 13:48:17,17.12,-101.4,11,4.7,69.37,24,1.262E+023,4.7,-818.218,-685.834,392.222,-281.776,108.117,1099.99,117,54,81,312,37,102,25,3
2001-11-18 20:30:15,16.94,-95.61,46,4.1,55.34,74,5.229E+023,5.1,-1629.03,-2053.56,1292.79,4663.11,-2852.5,-3034.08,207,64,-78,360,28,-114,68,1
2001-11-18 02:41:19,13.59,-91.18,61,4.7,52.35,56,8.115E+022,4.6,-801.097,6.308,-18.332,0.141,129.465,800.957,261,46,78,98,45,103,5,3
2001-11-12 12:49:35,19.1,-105,16,4.6,76.24,16,2.438E+022,4.2,-87.069,-96.351,163.501,-95.272,-13.501,182.34,109,65,66,336,34,132,36,2
2001-11-12 05:16:12,18.51,-104.8,24,4.5,51.95,10,2.177E+022,4.2,-123.588,-170.371,-36.063,-26.81,37.064,150.398,279,54,49,155,52,132,55,1
2001-11-10 17:09:15,15.85,-98.35,20,6,62.03,14,9.169E+023,5.3,-9116.95,1588.52,3326.51,1696.54,-1516.52,7420.41,73,57,80,272,34,105,35,3
2001-11-07 19:54:31,17.01,-100.1,5,4.4,60.42,2,1.111E+022,4,65.323,-1.073,92.284,-10.493,14.06,-54.83,278,74,-84,78,17,-109,16,3
2001-11-05 03:22:18,16.66,-99.79,13,4.4,63.55,24,1.409E+022,4.1,-125.736,-54.073,40.653,4.305,20.101,121.43,112,54,93,287,36,85,31,3
2001-10-30 00:59:31,17.11,-101.3,25,4.1,70.07,16,7.975E+021,3.9,-56.812,46.869,-14.081,-11.056,14.92,67.869,233,52,83,64,38,99,40,3
2001-10-29 17:53:04,16.96,-100.2,10,4.4,53.7,2,8.455E+021,3.9,83.185,21.343,-13.438,-6.846,-13.844,-76.339,111,51,-79,274,40,-104,22,2
2001-10-12 08:08:29,16.95,-100.1,10,4.4,65.49,10,1.791E+022,4.1,162.628,-38.356,30.17,18.254,2.852,-180.882,259,50,-86,73,40,-95,10,3
2001-10-12 01:29:19,16.97,-100.1,5,4.3,76.26,8,2.878E+022,4.3,231.93,-66.589,150.127,-38.649,-102.747,-193.281,242,66,-106,96,29,-59,24,3
2001-10-11 19:40:53,15.35,-95.73,20,4.5,56.59,24,1.518E+023,4.8,-770.176,-1176.98,-205.355,-372.85,-347.784,1143.03,321,54,105,117,39,70,65,1
2001-10-10 17:19:29,15.96,-98.15,16,4.2,65.04,12,8.181E+021,3.9,-39.028,-11.196,2.639,-24.613,65.963,63.642,164,71,103,309,22,57,69,1
2001-10-09 11:53:24,16.96,-100.1,9,4.4,51.05,4,6.623E+021,3.8,48.928,-0.476,50.93,-18.244,11.829,-30.683,283,72,-77,66,22,-125,42,3
2001-10-08 03:39:20,16.98,-100.1,10,6.1,73.37,8,5.838E+024,5.8,53945,11808.6,23988.3,-4148.57,4655.95,-49796.4,281,57,-90,101,33,-90,21,3
2001-09-11 09:13:36,15.15,-92.35,90,4.9,63.75,115,1.182E+024,5.3,-12147.6,-3443.26,-1606.44,10285.7,-111.114,1861.88,53,86,-5,144,85,-176,32,1
2001-09-04 03:26:28,16.12,-98.39,6,5.2,75.28,14,4.516E+023,5.1,-3632.96,-1244.38,1110.95,-909.552,647.249,4542.51,114,53,93,289,37,86,18,3
2001-08-28 18:17:37,16,-94.16,58,4.8,61.94,78,1.203E+024,5.4,2568.88,3000.35,10296.6,1845.03,3857.38,-4413.92,292,79,-99,152,14,-51,3,1
2001-08-10 15:16:48,18.63,-105.1,17,4.3,54.04,12,4.75E+022,4.4,-214.407,139.97,180.354,299.449,-319.789,-85.043,206,84,-53,304,38,-169,6,3
2001-07-16 00:32:10,16.24,-98.12,7,4.5,57.54,16,2.191E+022,4.2,-56.986,-83.641,184.313,4.325,79.542,52.661,111,79,80,336,15,133,45,3
2001-07-08 12:26:05,16.47,-98.6,10,4.4,50.08,32,7.829E+021,3.9,-72.889,-7.73,23.803,-0.964,-11.109,73.854,86,54,79,285,37,105,6,3
2001-07-02 07:35:42,18.1,-100.3,47,4.4,62.91,52,1.613E+022,4.1,135.982,11.1,-46.643,30.542,-30.704,-166.525,104,55,-82,270,36,-101,36,3
2001-06-11 13:29:32,18.52,-102.1,44,4.3,74.96,16,8.907E+021,3.9,-50.909,-75.321,-13.629,11.458,19.483,39.451,264,68,24,164,68,156,48,1
2001-05-23 05:43:29,17.8,-101.6,95,4.4,52.13,120,2.958E+022,4.3,262.661,-28.487,-120.806,-248.814,-83.494,-13.847,311,90,30,221,60,180,16,1
2001-05-08 05:15:38,18.74,-104.2,12,5,89.31,12,4.652E+023,5.1,-4719.54,-2099.93,-95.901,1939.03,1319.59,2780.51,140,60,141,252,57,37,51,1
2001-04-29 21:26:55,18.53,-104.8,10,5,74.33,38,1.322E+025,6,50760,-118335,-7149.38,6000.35,-39035.1,-56760.4,191,72,-152,91,64,-20,49,1
2001-04-26 01:23:10,15.74,-97.99,20,4.5,69.92,16,3.285E+022,4.3,-50.259,-251.913,-70.762,-153.878,-144.457,204.137,337,62,111,118,34,56,72,1
2001-03-11 16:25:14,18.65,-104.1,16,4.5,54.34,8,9.518E+021,4,-43.842,-46.486,38.614,22.758,64.594,21.084,152,82,124,254,34,14,32,3
2001-03-06 21:57:56,17.18,-100.1,20,5.3,69.87,44,3.015E+023,5,-1272.85,1710.82,-1982.16,1573.58,-410.338,-300.729,111,85,-138,17,48,-7,12,3
2001-03-05 11:44:20,17.08,-100,47,4.4,50.47,44,1.739E+022,4.1,-176.995,-26.671,-57.815,67.311,54.296,109.683,248,63,52,127,45,140,32,3
2001-02-20 09:39:44,15.53,-96.22,8,4.7,67.53,6,1.18E+023,4.7,-497.081,673.863,489.235,-362.993,391.325,860.074,76,56,129,200,50,47,21,3
2001-02-11 00:35:51,18.31,-101.3,81,4.4,71.12,52,1.05E+023,4.6,948.295,783.586,215.905,-395.985,53.167,-552.311,251,86,-166,160,76,-4,85,2
2001-01-26 01:50:47,15.37,-92.16,149,4.6,62.18,120,4.662E+023,5.1,2650.5,-8.448,2595.09,-4457,-208.285,1806.51,37,64,147,143,61,30,16,3
2001-01-19 01:12:50,15.09,-92.82,140,5.5,84.05,120,2.876E+025,6.3,-4263.85,187644,113690,-68716.2,184842,72980,178,76,43,75,48,161,48,3
2001-01-09 01:46:14,15.36,-93.27,13,5,93.59,42,1.742E+024,5.5,2803.66,-10691.5,5256.9,4048.59,11654,-6852.25,5,73,-133,257,46,-25,38,3
2002-12-29 07:31:46,17.6,-95.19,131,4.7,66.74,140,6.598E+023,5.2,1450.84,4645.51,1062.08,3946.97,-153.365,-5397.81,309,49,-110,157,45,-69,50,3
2002-12-24 03:57:11,16.35,-97.51,98,4.3,54.12,110,1.327E+023,4.7,586.54,-1070.69,-152.154,264.413,-356.668,-850.953,198,58,-135,81,53,-41,50,1
2002-12-21 08:01:31,16.54,-99.06,20,4.5,83.87,18,2.242E+022,4.2,-70.755,-85.591,189.159,-1.62,58.258,72.375,106,78,77,335,18,137,35,1
2002-12-14 01:37:48,17.25,-101.5,12,4.6,82.65,32,5.67E+022,4.5,36.383,-102.895,401.053,-337.835,228.345,301.452,132,74,68,9,27,143,27,1
2002-12-10 03:09:36,17.48,-101.1,20,5.7,76.02,18,1.308E+024,5.4,-2728.02,-789.899,3174.89,1634.5,12558.3,1093.53,164,90,98,256,8,2,29,3
2002-12-03 06:51:02,15.01,-93.61,16,4.4,55.71,44,2.045E+022,4.2,-66.92,-147.369,7.008,-102.526,31.885,169.446,146,50,101,310,42,78,52,2
2002-12-02 04:24:49,15.79,-96.74,7,4.7,53.18,18,5.175E+022,4.4,-22.696,-259.347,-401.928,-113.12,-174.346,135.816,291,80,65,180,26,157,35,3
2002-12-02 04:05:48,16.01,-98.3,4,4.5,62.49,8,4.784E+021,3.8,-46.522,0.35,-6.478,-0.822,6.749,47.344,262,49,80,97,42,102,7,1
2002-12-02 03:59:28,15.99,-98.37,8,4.4,53.28,14,4.592E+021,3.7,-50.689,-1.189,12.784,24.35,12.707,26.34,123,65,134,236,49,33,53,3
2002-11-26 08:17:27,15.15,-93.95,37,4.7,51.94,44,6.531E+022,4.5,-130.062,334.895,-246.468,480.603,261.201,-350.542,10,65,-45,123,50,-147,2,3
2002-11-23 02:53:10,18.7,-106.4,7,5.3,57.72,22,6.669E+023,5.2,-3687.13,3106.72,-376.215,-233.89,4531.21,3921.02,208,68,57,88,39,144,20,1
2002-11-23 02:33:00,18.66,-106.4,5,5.4,58.87,26,8.387E+023,5.2,-4165.56,4359.96,-171.738,-1366.41,5149.42,5531.97,206,65,59,81,39,138,10,1
2002-11-22 21:05:06,18.9,-105.9,9,5.2,78.75,38,4.685E+023,5.1,2628.95,-516.675,-2797.13,1983.41,405.634,-4612.36,74,63,-85,243,27,-100,64,1
2002-11-20 06:25:48,17.91,-100.7,61,4.1,60.1,60,9.204E+021,3.9,70.152,-36.029,22.798,-45.228,56.799,-24.924,293,68,-32,36,61,-154,43,1
2002-11-15 16:46:53,18.38,-103.4,5,4.2,54.04,24,9.726E+021,4,-1.707,-28.066,58.84,-31.932,65.258,33.639,138,78,83,348,14,119,25,1
2002-11-14 15:53:34,16.27,-91.25,134,5.1,61.78,150,7.01E+024,5.9,3440.75,-7968.73,6623.77,-8040.29,-68998.5,4599.54,5,88,97,113,8,17,5,1
2002-11-13 09:56:51,16.11,-97.25,20,4.4,67.51,16,4.917E+021,3.8,-12.267,10.764,47.257,7.612,-1.171,4.656,91,85,103,201,14,21,30,1
2002-11-09 00:14:21,13.68,-91.51,24,5.6,58.97,36,5.311E+024,5.8,-31965.5,-35713.3,15775.4,-10092.6,5494.28,42058.1,118,55,78,317,37,106,51,2
2002-11-08 23:20:43,16.27,-98.17,10,5.2,64.61,20,3.581E+023,5,-3312.65,-854.811,2123.38,1530.62,945.162,1782.03,120,69,114,249,31,44,67,3
2002-11-06 16:24:17,16.16,-99.24,14,4.4,65.04,4,1.621E+022,4.1,-132.049,-83.581,-44.528,-4.335,-16.959,136.384,294,54,87,119,37,94,41,3
2002-11-06 16:02:29,15.61,-99.46,20,4.6,61.44,6,1.631E+023,4.8,-1013.74,-882.98,-430.852,-442.228,175.514,1455.97,291,52,70,142,43,114,11,3
2002-11-05 14:05:10,19.21,-105,10,4.8,51.91,26,1.083E+024,5.3,2277.48,-1368.69,195.821,-4615.96,-10154.9,2338.48,2,81,98,139,12,48,37,1
2002-11-05 10:05:50,16.3,-98.48,20,4.5,84.07,20,1.308E+022,4,-86.044,-12.748,-98,4.544,-18.718,81.499,280,70,92,95,20,85,9,1
2002-11-04 13:57:31,17.49,-101.6,12,4.5,76.64,16,9.827E+021,4,-100.343,-14.47,-12.723,33.563,38.84,66.781,247,57,48,126,51,136,16,1
2002-11-03 22:16:48,16.99,-100.1,10,4.4,54.51,12,1.683E+022,4.1,164.164,22.58,47.655,-134.881,-51.99,-29.283,231,83,-154,138,64,-8,17,3
2002-10-25 14:24:52,15.1,-94.74,16,4.6,66.5,24,7.664E+022,4.6,-794.244,-64.887,-22.095,729.876,-41.294,64.368,317,89,176,47,86,1,16,1
2002-10-25 12:43:42,15.26,-94.73,24,4.7,58.77,34,1.118E+023,4.7,285.889,-46.436,955.976,483.096,-177.81,-768.985,254,75,-84,52,16,-111,67,1
2002-10-24 04:57:18,16.96,-101.5,31,4.6,60.11,34,6.774E+022,4.5,-246.144,270.312,-106.446,-451.438,45.884,697.582,219,49,96,30,41,83,18,1
2002-10-24 00:32:25,15.44,-95.97,6,4.8,54.38,10,1.248E+023,4.7,-1170.98,19.008,589.903,1055.13,-181.127,115.848,224,84,-24,317,66,-173,44,3
2002-10-22 15:21:25,17.82,-101.8,41,4.5,55.48,26,1.467E+022,4.1,-15.343,-139.065,-41.307,-21.496,5.452,36.839,272,82,19,180,71,171,35,1
2002-10-14 09:49:05,16.98,-101.6,10,4.3,63,2,1.156E+022,4,53.248,-12.768,-65.814,35.897,59.484,-89.145,51,70,-94,241,20,-80,46,1
2002-10-11 14:41:24,15.44,-95.94,10,5.4,84.73,4,9.719E+023,5.3,-8377.26,-726.242,-1247.83,-2201.74,-1694.09,10579,284,50,99,90,41,80,42,1
2002-10-11 07:04:33,17.38,-101.8,35,4.3,53.73,20,2.984E+021,3.6,-9.185,-18.427,6.976,-16.299,5.308,25.484,135,54,83,326,37,99,36,1
2002-10-10 23:03:12,17.39,-101.6,9,4.5,84.18,8,4.045E+022,4.4,-148.79,45.836,372.366,22.092,59.69,126.698,98,80,100,232,13,45,4,1
2002-10-10 00:15:21,14.17,-91.95,65,4.1,82.74,94,4.873E+022,4.4,90.687,449.166,-58.142,70.513,-181.035,-161.2,176,84,-26,270,64,-173,57,3
2002-09-26 20:41:22,16.87,-100.1,4,4.3,74.65,16,5.627E+021,3.8,-17.325,-27.517,35.355,31.049,26.997,-13.724,342,75,-138,239,50,-20,60,1
2002-09-26 13:12:27,15.39,-92.23,184,4.6,88.31,190,4.124E+023,5,-3030.29,-2204.12,103.245,3881.3,465.539,-851.011,331,90,-174,241,84,0,38,1
2002-09-25 18:14:48,16.85,-100.1,10,5.3,83.41,20,9.83E+023,5.3,-7321.7,-8128.52,1896.67,2721.02,1800.05,4600.68,163,86,163,254,74,4,79,1
2002-09-19 23:34:08,16.19,-98.04,6,4.5,74.98,16,3.933E+022,4.4,-63.917,82.451,332.411,106.687,169.615,-42.77,298,87,-107,198,18,-11,0,3
2002-09-19 04:26:54,15.11,-94.55,16,4.1,63.59,30,1.946E+022,4.2,124.369,-162.2,-22.411,-86.094,10.799,-38.274,287,86,4,196,86,176,38,1
2002-09-17 18:19:21,15.86,-98.59,10,4.6,61.43,8,4.988E+022,4.4,-495.575,-45.724,-218.177,110.356,57.889,385.219,263,59,77,108,34,111,36,3
2002-09-13 09:45:02,15.91,-98.25,5,4.6,79.23,10,9.778E+022,4.6,-718.267,-460.333,161.004,-212.703,83.866,930.97,120,50,89,301,40,91,12,3
2002-09-13 03:24:11,18.12,-100.9,60,4.3,65.69,66,1.382E+022,4.1,139.259,7.359,-79.896,-59.439,-18.455,-79.82,106,65,-73,251,30,-121,67,1
2002-09-02 18:08:18,18.72,-104.8,10,4.6,85.42,6,7.783E+022,4.6,-7.485,93.182,356.142,661.542,-233.233,-654.057,197,58,-62,331,42,-127,35,1
2002-09-01 16:01:19,16.78,-100.9,20,4.8,65.17,6,3.663E+023,5,-2364.39,-190.884,-2631.1,119.099,1075.19,2245.28,255,71,76,112,23,125,9,1
2002-08-29 08:47:45,16.59,-99.08,16,4.3,51.11,30,1.448E+022,4.1,-102.922,4.683,-97.433,-4.857,-19.496,107.779,277,67,97,79,24,74,10,3
2002-08-29 01:05:40,17.6,-97.33,105,4.4,65.32,76,5.922E+022,4.5,379.528,293.622,-150.25,175.307,-34.413,-554.835,119,52,-98,312,38,-80,9,3
2002-08-23 20:16:42,16.93,-100,5,4.5,72.25,16,3.773E+022,4.4,301.328,24.168,255.817,-173.648,-117.125,-127.68,242,77,-122,133,34,-23,42,3
2002-08-22 21:49:38,14.49,-93.55,22,4.6,57.88,2,5.863E+022,4.5,-214.765,-64.359,256.476,-188.032,-451.055,402.797,26,76,93,192,14,76,73,1
2002-08-15 21:43:27,17.67,-94.74,153,4.2,70.46,135,1.479E+022,4.1,-30.726,131.522,31.441,60.903,-30.537,-30.178,188,77,-17,282,73,-166,17,1
2002-08-09 09:10:01,17.34,-101.6,8,4.6,69.73,4,2.479E+022,4.2,26.159,-53.324,237.373,2.837,42.236,-28.995,278,88,-77,19,13,-169,15,3
2002-08-05 01:25:19,15.61,-96.07,10,5.3,70.03,20,1.069E+024,5.3,-10561.6,-1245.52,1949.91,320.583,-916.048,10241,90,50,82,283,40,100,6,3
2002-08-01 18:48:33,13.98,-93.88,20,4.6,53.43,44,2.089E+023,4.8,-262.677,1353.54,4.617,-1526.29,15.37,1788.97,212,45,89,33,45,91,50,2
2002-07-23 05:47:01,18.19,-105.1,10,4.2,69.21,14,1.041E+022,4,-37.243,93.907,-14.786,-7.348,-25.061,44.591,9,69,25,270,67,157,46,1
2002-07-13 12:23:03,14.34,-92.79,45,4.8,51.56,68,1.829E+023,4.8,-1085.95,961.154,-800.338,1473.81,181.011,-387.856,120,72,-157,23,68,-20,7,3
2002-06-27 04:59:49,17.82,-100.4,45,4.5,94.42,62,5.804E+022,4.5,543.42,177.228,185.251,-482.935,-93.541,-60.485,235,89,-159,145,69,-1,23,1
2002-06-25 15:38:49,16.68,-94.11,120,4.2,77.42,100,1.504E+022,4.1,-144.734,-19.93,0.433,102.923,-75.019,41.81,314,68,153,55,65,24,10,1
2002-06-25 08:15:44,13.7,-91.47,19,4.9,61.75,48,4.353E+023,5.1,1164.46,2816.21,3068.59,332.355,228.279,-1496.81,277,77,-127,170,39,-21,27,3
2002-06-22 01:53:23,15.95,-98.85,20,4.5,59.81,6,5.752E+022,4.5,-0.101,-424.125,136.625,-367.196,-111.876,367.297,358,57,137,115,55,42,44,3
2002-06-19 21:50:08,16.21,-98.08,10,5.5,86.67,20,3.575E+023,5,-2792.15,-916.974,899.183,-755.566,901.862,3547.72,118,55,98,285,36,79,24,1
2002-06-11 02:32:32,17.5,-94.74,150,4.9,67.38,160,6.481E+023,5.2,734.121,3705.04,3294.53,3125.65,2635,-3859.77,310,67,-105,165,28,-58,46,3
2002-06-08 04:06:30,17.02,-101.4,16,4.3,56.57,12,4.023E+021,3.7,-37.289,-17.098,16.159,11.603,-6.945,25.686,81,63,55,318,43,138,44,1
2002-06-07 17:00:51,15.92,-96.96,8,5.6,68.56,30,1.161E+024,5.3,-11016.2,-5242.34,2414.23,1677.72,2063.94,9338.52,119,53,102,279,38,74,51,3
2002-06-07 16:02:59,15.98,-96.88,11,4.7,88.37,16,3.08E+023,5,19.056,-1079.23,2797.37,-92.999,795.628,73.943,103,88,71,6,19,173,27,1
2002-05-30 07:58:18,15.63,-97.69,20,4.5,61.93,8,3.237E+022,4.3,-197.004,-186.013,-136.108,-0.936,113.308,197.94,269,62,48,152,49,142,8,1
2002-05-28 21:33:57,16.3,-99.55,20,4.9,61.86,6,1.997E+023,4.8,-2137.9,-343.261,135.239,389.654,275.345,1748.25,108,48,104,267,44,75,35,2
2002-05-26 19:18:56,14.56,-91.06,171,5,52.4,150,1.01E+024,5.3,-2452.76,7126.98,277.572,3282.99,6703.92,-830.223,8,89,-41,99,49,-179,33,3
2002-05-19 11:12:37,16.93,-100.1,20,4.6,58.92,20,4.216E+022,4.4,-163.334,-150.628,-379.324,108.913,-99.959,54.421,279,81,77,155,15,145,64,1
2002-05-13 13:51:56,19.28,-105.5,10,4.1,54.59,6,6.609E+021,3.8,39.2,32.989,-35.176,5.483,16.493,-44.683,93,64,-123,329,41,-42,11,3
2002-05-12 15:27:01,18.3,-100.9,63,4.7,88.07,50,5.101E+022,4.4,598.412,52.127,-73.179,-355.189,-97.488,-243.222,133,73,-26,231,65,-162,65,1
2002-05-11 17:08:09,16.17,-97.51,30,4.5,89.09,24,1.015E+023,4.6,-687.612,277.135,-660.787,161.091,-360.575,526.521,285,72,119,44,33,34,10,1
2002-05-03 12:47:02,16.9,-100.1,5,4.1,67.73,10,5.698E+021,3.8,50.535,-8.602,-32.115,-32.056,20.142,-18.479,50,79,-131,307,42,-17,53,3
2002-04-28 19:56:43,17.1,-101.2,14,4.7,58.94,16,7.77E+022,4.6,-527.538,-448.999,143.965,-160.703,85.942,688.241,123,51,89,305,39,91,33,3
2002-04-21 20:23:32,19.24,-105.6,22,5,85.28,16,1.317E+023,4.7,-200.38,-933.512,-139.119,-852.231,-257.164,1052.61,328,51,94,141,39,85,60,1
2002-04-18 18:47:40,15.65,-95.32,2,4.3,76.34,30,2.45E+023,4.9,-1939.46,-742.351,-221.488,2189.62,1237.28,-250.163,237,75,16,143,74,164,54,1
2002-04-18 17:57:17,16.44,-101.7,23,5.9,62.34,2,1.863E+024,5.5,-17313.3,-5185.9,1568.88,2785.04,7669.86,14528.2,128,56,122,259,45,52,6,3
2002-04-13 19:05:59,16.21,-95.2,57,4.7,93.52,58,1.075E+023,4.7,-622.141,-49.238,349.557,1195.46,74.292,-573.322,326,63,-145,218,59,-32,41,1
2002-04-10 15:10:10,16.91,-100.5,5,4.2,69.21,16,3.451E+021,3.7,-16.822,-6.878,28.064,-1.198,7.227,18.021,105,74,87,297,17,101,7,1
2002-04-09 19:05:59,15.69,-98.81,5,4.6,76.69,4,1.92E+022,4.2,68.746,-153.502,-111.237,-13.282,41.143,-55.465,91,85,-38,186,52,-173,69,1
2002-04-08 23:55:27,15.45,-94.76,20,4.8,68.51,28,1.974E+023,4.8,-1267.71,-831.959,151.427,-775.385,97.861,2043.1,126,48,90,307,42,90,15,3
2002-04-04 19:08:05,17.45,-101.6,13,4.4,86.41,6,5.63E+022,4.5,-514.856,219.413,69.724,-1.555,42.255,516.411,78,48,101,242,43,78,24,1
2002-04-02 20:26:56,17.03,-100.2,3,4.3,79.74,2,2.605E+022,4.2,62.955,1.114,53.717,13.935,-250.471,-76.89,193,85,-92,37,6,-67,42,1
2002-04-01 11:22:38,16.76,-100.5,6,4.4,62.68,8,3.405E+022,4.3,-64.617,-92.407,-144.549,95.546,296.457,-30.929,26,83,-89,196,7,-100,54,1
2002-03-28 13:28:55,17.17,-94.17,165,4.1,64.18,140,4.438E+021,3.7,-13.383,-20.997,29.504,30.37,1.869,-16.987,240,70,-41,347,51,-154,30,1
2002-03-25 13:39:53,17.06,-101.2,24,4.3,74.81,22,7.398E+021,3.9,-44.357,-46.255,4.714,-20.662,12.428,65.019,135,50,100,300,41,78,35,1
2002-03-22 20:33:51,18.34,-105.6,16,4.3,62.65,2,3.418E+022,4.3,8.35,265.911,192.124,85.433,-33.356,-93.783,279,77,-143,179,54,-17,0,3
2002-03-22 18:56:50,18.39,-105.6,10,4.2,50.15,2,7.841E+021,3.9,-1.776,55.221,45.382,28.218,-20.179,-26.442,284,69,-143,179,56,-25,30,3
